usd_cleaning_fee,f_room_type,f_property_type,f_room_type2,f_property_type2,f_cancellation_policy,f_bed_type,f_neighbourhood_cleansed,usd_price_day,p_host_response_rate,n_accommodates,n_bathrooms,n_review_scores_rating,n_number_of_reviews,n_guests_included,n_reviews_per_month,n_extra_people,n_minimum_nights,n_beds,n_days_since,d_license,d_jurisdiction_names,d_instant_bookable,d_is_business_travel_ready,d_cancellation_policy,d_require_guest_profile_picture,d_require_guest_phone_verification,d_calculated_host_listings_count,d_calculated_host_listings_count_entire_homes,d_calculated_host_listings_count_private_rooms,d_calculated_host_listings_count_shared_rooms,d_reviews_per_month,d_toilet,d_24hourcheckin,d_accessibleheightbed,d_accessibleheighttoilet,d_airconditioning,d_babybath,d_babymonitor,d_babysitterrecommendations,d_bathtowel,d_bathroomessentials,d_bathtub,d_bathtubwithbathchair,d_bbqgrill,d_beachessentials,d_bedlinens,d_bedroomcomforts,d_bodysoap,d_breakfast,d_buildingstaff,d_buzzerwirelessintercom,d_cabletv,d_carbonmonoxidedetector,d_cats,d_changingtable,d_childrensbooksandtoys,d_childrensdinnerware,d_cleaningbeforecheckout,d_coffeemaker,d_convectionoven,d_cookingbasics,d_crib,d_disabledparkingspot,d_dishesandsilverware,d_dishwasher,d_dogs,d_doorman,d_doubleoven,d_dryer,d_dvdplayer,d_electricprofilingbed,d_elevator,d_ensuitebathroom,d_espressomachine,d_essentials,d_ethernetconnection,d_evcharger,d_extrapillowsandblankets,d_extraspacearoundbed,d_familykidfriendly,d_fireextinguisher,d_fireplaceguards,d_firmmattress,d_firstaidkit,d_fixedgrabbarsforshower,d_fixedgrabbarsfortoilet,d_flatpathtoguestentrance,d_formaldiningarea,d_freeparkingonpremises,d_freestreetparking,d_freezer,d_fullkitchen,d_gameconsole,d_gardenorbackyard,d_gasoven,d_groundflooraccess,d_gym,d_hairdryer,d_handheldshowerhead,d_hangers,d_heatedtowelrack,d_heating,d_highchair,d_hostgreetsyou,d_hottub,d_hotwater,d_hotwaterkettle,d_indoorfireplace,d_internet,d_iron,d_ironingboard,d_keypad,d_kitchen,d_kitchenette,d_lakeaccess,d_laptopfriendlyworkspace,d_lockonbedroomdoor,d_lockbox,d_longtermstaysallowed,d_luggagedropoffallowed,d_memoryfoammattress,d_microwave,d_mobilehoist,d_netflix,d_nostairsorstepstoenter,d_other,d_otherpets,d_outdoorparking,d_outdoorseating,d_outletcovers,d_oven,d_packnplaytravelcrib,d_paidparkingoffpremises,d_paidparkingonpremises,d_patioorbalcony,d_petsallowed,d_petsliveonthisproperty,d_pillowtopmattress,d_pocketwifi,d_pool,d_privatebathroom,d_privateentrance,d_privatelivingroom,d_rainshower,d_refrigerator,d_roomdarkeningshades,d_safetycard,d_selfcheckin,d_shampoo,d_showerchair,d_singlelevelhome,d_skiinskiout,d_smartlock,d_smarttv,d_smokedetector,d_smokingallowed,d_stairgates,d_standingvalet,d_stepfreeshower,d_stove,d_suitableforevents,d_tablecornerguards,d_toiletpaper,d_tv,d_walkinshower,d_washer,d_waterfront,d_welllitpathtoentrance,d_wheelchairaccessible,d_wideclearancetoshower,d_widedoorwaytoguestbathroom,d_wideentrance,d_wideentranceforguests,d_wideentryway,price,neighbourhood_cleansed,cancellation_policy,room_type,property_type
60,Entire home/apt,Apartment,Entire/Apt,Apartment,moderate,Real Bed,Didsbury West,99,80,4,1.5,99,14,1,0.26,0,2,4,1600,NA,NA,0,FALSE,moderate,0,0,1,1,0,0,0.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,99,Didsbury West,moderate,Entire home/apt,Apartment
35,Entire home/apt,Apartment,Entire/Apt,Apartment,moderate,Real Bed,Cheetham,60,100,5,1,95,88,1,1.51,15,1,2,1749,NA,NA,1,FALSE,moderate,0,0,1,1,0,0,1.51,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,1,1,0,1,1,1,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,1,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1,1,0,1,0,0,4,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,1,1,0,0,0,1,1,0,0,1,0,1,0,1,1,1,1,1,1,1,60,Cheetham,moderate,Entire home/apt,Apartment
NA,Entire home/apt,Apartment,Entire/Apt,Apartment,strict,Real Bed,City Centre,159,50,8,2,78,10,3,0.16,29,1,3,1826,NA,NA,0,FALSE,strict,0,0,7,6,1,0,0.16,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,159,City Centre,strict,Entire home/apt,Apartment
NA,Private room,Apartment,Private,Apartment,strict,Real Bed,Higher Blackley,55,NA,2,1,85,4,1,0.06,30,1,1,1985,NA,NA,0,FALSE,strict,0,0,1,0,1,0,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,55,Higher Blackley,strict,Private room,Apartment
10,Entire home/apt,Apartment,Entire/Apt,Apartment,moderate,Real Bed,Moss Side,37,100,3,1,20,2,2,0.03,7,1,1,2210,NA,NA,0,FALSE,moderate,0,0,6,4,2,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,37,Moss Side,moderate,Entire home/apt,Apartment
NA,Entire home/apt,Apartment,Entire/Apt,Apartment,strict,Real Bed,Whalley Range,115,50,7,1,90,4,3,0.05,35,2,5,2202,NA,NA,0,FALSE,strict,0,0,7,6,1,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,115,Whalley Range,strict,Entire home/apt,Apartment
45,Private room,Apartment,Private,Apartment,moderate,Real Bed,Trafford District,60,NA,2,1,93,6,1,0.08,20,2,1,2175,NA,NA,0,FALSE,moderate,0,0,1,0,1,0,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,60,Trafford District,moderate,Private room,Apartment
10,Private room,Apartment,Private,Apartment,strict,Real Bed,Rusholme,25,100,1,1,76,5,1,0.12,10,1,1,1237,NA,NA,0,FALSE,strict,0,0,6,4,2,0,0.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,Rusholme,strict,Private room,Apartment
NA,Entire home/apt,Apartment,Entire/Apt,Apartment,strict,Real Bed,Whalley Range,149,50,7,1,73,6,3,0.08,25,1,5,2169,NA,NA,0,FALSE,strict,0,0,7,6,1,0,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,149,Whalley Range,strict,Entire home/apt,Apartment
40,Private room,Serviced apartment,Private,Apartment,strict,Real Bed,City Centre,299,100,10,2,88,8,2,0.24,40,1,7,993,NA,NA,0,FALSE,strict,0,0,45,7,38,0,0.24,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,3,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,299,City Centre,strict,Private room,Serviced apartment
40,Entire home/apt,Serviced apartment,Entire/Apt,Apartment,strict,Real Bed,City Centre,450,100,9,1,87,3,2,0.05,40,1,6,1839,NA,NA,0,FALSE,strict,0,0,45,7,38,0,0.05,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,450,City Centre,strict,Entire home/apt,Serviced apartment
40,Private room,Serviced apartment,Private,Apartment,strict,Real Bed,City Centre,250,100,8,2,93,3,2,0.09,40,1,6,958,NA,NA,0,FALSE,strict,0,0,45,7,38,0,0.09,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,4,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,1,1,250,City Centre,strict,Private room,Serviced apartment
40,Private room,Serviced apartment,Private,Apartment,strict,Real Bed,City Centre,380,100,9,1,100,1,2,0.05,35,10,6,587,NA,NA,0,FALSE,strict,0,0,45,7,38,0,0.05,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,380,City Centre,strict,Private room,Serviced apartment
40,Entire home/apt,Serviced apartment,Entire/Apt,Apartment,strict,Real Bed,City Centre,380,100,7,2,88,5,2,0.08,35,10,5,1867,NA,NA,0,FALSE,strict,0,0,45,7,38,0,0.08,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,4,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,1,1,380,City Centre,strict,Entire home/apt,Serviced apartment
0,Entire home/apt,Loft,Entire/Apt,Loft,strict,Real Bed,City Centre,60,NA,4,1,96,17,2,0.25,79,69,0,2050,NA,NA,0,FALSE,strict,0,0,4,4,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,60,City Centre,strict,Entire home/apt,Loft
0,Private room,Apartment,Private,Apartment,strict,Real Bed,Hulme,36,100,2,1,96,227,1,3.22,6,1,1,2112,NA,NA,0,FALSE,strict,0,0,1,0,1,0,3.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,36,Hulme,strict,Private room,Apartment
5,Private room,Apartment,Private,Apartment,strict,Real Bed,Ancoats and Clayton,45,100,2,1,94,24,2,0.4,0,1,1,1804,NA,NA,0,FALSE,strict,1,1,2,1,1,0,0.4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,45,Ancoats and Clayton,strict,Private room,Apartment
10,Private room,Apartment,Private,Apartment,moderate,Real Bed,Whalley Range,30,100,2,1,95,109,1,1.87,10,2,1,1749,NA,NA,0,FALSE,moderate,0,0,2,1,1,0,1.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,30,Whalley Range,moderate,Private room,Apartment
NA,Private room,Apartment,Private,Apartment,moderate,Real Bed,Ancoats and Clayton,42,100,2,1,98,293,1,4.33,10,2,1,2029,NA,NA,0,FALSE,moderate,0,0,1,0,1,0,4.33,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,1,0,1,0,1,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,4,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,1,1,1,1,1,1,42,Ancoats and Clayton,moderate,Private room,Apartment
10,Private room,Apartment,Private,Apartment,flexible,Real Bed,City Centre,50,100,2,1,97,90,1,1.34,5,2,1,2014,NA,NA,0,FALSE,flexible,0,0,1,0,1,0,1.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,50,City Centre,flexible,Private room,Apartment
NA,Entire home/apt,Loft,Entire/Apt,Loft,strict,Real Bed,City Centre,64,NA,4,1,82,12,2,0.19,79,69,2,1943,NA,NA,0,FALSE,strict,0,0,4,4,0,0,0.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,64,City Centre,strict,Entire home/apt,Loft
0,Entire home/apt,Apartment,Entire/Apt,Apartment,strict,Real Bed,Ancoats and Clayton,87,NA,4,1,98,207,2,3.16,0,300,2,1967,NA,NA,0,FALSE,strict,0,0,1,1,0,0,3.16,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,1,0,0,0,0,0,87,Ancoats and Clayton,strict,Entire home/apt,Apartment
25,Entire home/apt,Apartment,Entire/Apt,Apartment,moderate,Real Bed,Bradford,40,100,4,1,94,112,2,2.7,15,3,2,1245,NA,NA,0,FALSE,moderate,0,0,1,1,0,0,2.7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,1,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,1,0,0,4,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,1,1,1,1,40,Bradford,moderate,Entire home/apt,Apartment
NA,Entire home/apt,Apartment,Entire/Apt,Apartment,flexible,Real Bed,Salford District,75,NA,5,2,NA,3,1,0.06,0,1,2,1504,NA,NA,1,FALSE,flexible,0,0,1,1,0,0,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,Salford District,flexible,Entire home/apt,Apartment
20,Entire home/apt,Apartment,Entire/Apt,Apartment,moderate,Real Bed,Old Moat,60,100,2,1,98,399,1,6.2,0,1,1,1930,NA,NA,0,FALSE,moderate,0,0,2,2,0,0,6.2,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,1,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,1,0,0,1,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,60,Old Moat,moderate,Entire home/apt,Apartment
NA,Private room,Apartment,Private,Apartment,moderate,Real Bed,Trafford District,40,83,2,1,99,26,1,0.42,8,2,1,1868,NA,NA,0,FALSE,moderate,0,0,1,0,1,0,0.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,40,Trafford District,moderate,Private room,Apartment
60,Entire home/apt,Apartment,Entire/Apt,Apartment,moderate,Real Bed,City Centre,60,100,3,1,90,8,2,0.17,8,14,0,1390,NA,NA,0,FALSE,moderate,0,0,6,6,0,0,0.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,60,City Centre,moderate,Entire home/apt,Apartment
12,Entire home/apt,Apartment,Entire/Apt,Apartment,strict,Real Bed,Trafford District,60,100,2,1,97,150,2,2.36,12,2,0,1906,NA,NA,0,FALSE,strict,0,0,4,4,0,0,2.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,60,Trafford District,strict,Entire home/apt,Apartment
0,Private room,Loft,Private,Loft,moderate,Real Bed,Hulme,39,100,2,1.5,99,339,1,5.24,20,1,1,1941,NA,NA,1,FALSE,moderate,0,0,1,0,1,0,5.24,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,39,Hulme,moderate,Private room,Loft
0,Entire home/apt,Apartment,Entire/Apt,Apartment,strict,Real Bed,City Centre,185,100,4,2,100,202,1,3.15,0,1,2,1923,NA,NA,0,FALSE,strict,0,0,1,1,0,0,3.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,185,City Centre,strict,Entire home/apt,Apartment
